legacy_id,source_item_code,manual_code,item_type,source_number,source_text_sha256,source_status,governance_approval_status
DGI-274,DGI-17-A04,iSAFE-DGM-17,REQUIREMENT,4,ed0d654ac8fe28eb6f6ff3b488c1ec23b13ef9c4722e84d118c782f7669430c0,SOURCE_FOUND,PENDING
DGI-275,DGI-17-A05,iSAFE-DGM-17,REQUIREMENT,5,d55bc4ac260c591e547e9243be841844ea28921b5aa6a077340eb941cd300a37,SOURCE_FOUND,PENDING
DGI-276,DGI-17-A06,iSAFE-DGM-17,REQUIREMENT,6,73d4c00891e73b38570143f31a28b61b7314f89d8a2cddb645878d055ad287ce,SOURCE_FOUND,PENDING
DGI-277,DGI-17-A07,iSAFE-DGM-17,REQUIREMENT,7,7a23e712c1af1a688269cc20de22d77453991fc4e88b146183ed6f199364a465,SOURCE_FOUND,PENDING
DGI-278,DGI-17-A08,iSAFE-DGM-17,REQUIREMENT,8,20935e3855469bb719cdd4e2a79df95e7a704dac11ec368183caba84e181e878,SOURCE_FOUND,PENDING
DGI-279,DGI-17-E01,iSAFE-DGM-17,RISK_SIGNAL,1,f86cbb1c8340dd03c7a9aaf6b63e8688de247038f4c70ecc70baafa17d06df85,SOURCE_FOUND,PENDING
DGI-280,DGI-17-E02,iSAFE-DGM-17,RISK_SIGNAL,2,776850630cf392de6c8641b85031b02584b8176c2eab1ab4c79086ebca3fbf71,SOURCE_FOUND,PENDING
DGI-281,DGI-17-E03,iSAFE-DGM-17,RISK_SIGNAL,3,00d12de3cf09b94a0f1fa54db1ce668f57cf77a6eeecb30c6cedecdde0a25c67,SOURCE_FOUND,PENDING
DGI-282,DGI-17-E04,iSAFE-DGM-17,RISK_SIGNAL,4,97a97c30df827dfc8e04f72e7323b8d7832e91c94b399adc132f42dd12c6c4f8,SOURCE_FOUND,PENDING
DGI-283,DGI-17-E05,iSAFE-DGM-17,RISK_SIGNAL,5,bf150c8641ed81ac11000ec2d1bfd7356cabd1bc54d0adee882adf32baf2ef7a,SOURCE_FOUND,PENDING
DGI-284,DGI-17-E06,iSAFE-DGM-17,RISK_SIGNAL,6,279ace1aff2affd032bef8aedc4f5fd575b20cef79ba579bbb5d1441a5a7f7e5,SOURCE_FOUND,PENDING
DGI-285,DGI-17-P01,iSAFE-DGM-17,CONTROL,1,c81e5fedfe975e36237088fc027d27a8ca3aee6ea45528db792fba5850fc256c,SOURCE_FOUND,PENDING
DGI-286,DGI-17-P02,iSAFE-DGM-17,CONTROL,2,989f8b8120458dfee1c97e6b5c43d9786410c192a731b841688543b066ea3b73,SOURCE_FOUND,PENDING
DGI-287,DGI-17-P03,iSAFE-DGM-17,CONTROL,3,7467f31ccf78a57bef0ef26c710b6ce87ac7d15943d4d36225450b45e31f66b4,SOURCE_FOUND,PENDING
DGI-288,DGI-17-P04,iSAFE-DGM-17,CONTROL,4,51851db77a124cb49b934fec3dafe2c9f977e202c49ea9326cdb851ac2e1a6d6,SOURCE_FOUND,PENDING
DGI-289,DGI-17-P05,iSAFE-DGM-17,CONTROL,5,3d776a2749650d4088a7fd95a84735047f9ef62eb80f0c9789bc32fd444e82db,SOURCE_FOUND,PENDING
DGI-290,DGI-17-P06,iSAFE-DGM-17,CONTROL,6,fd6db70eeed082e94c76ef3882d25be158bb951bf93f5d5d58f6e217e8397bb2,SOURCE_FOUND,PENDING
DGI-291,DGI-18-A01,iSAFE-DGM-18,REQUIREMENT,1,46244cc42f3aa3ff52ea5d026e4e363a8a11d859cc01ab8be1940944f863111f,SOURCE_FOUND,PENDING
DGI-292,DGI-18-A02,iSAFE-DGM-18,REQUIREMENT,2,357dc6a20e4cd60e1807075e30434102497f6950c2dc157813f51e4eacc2c456,SOURCE_FOUND,PENDING
DGI-293,DGI-18-A03,iSAFE-DGM-18,REQUIREMENT,3,b155cb7cf49430cf328a5bfd6b8b45159e0c141de06aa9cb9d5b785442267f8b,SOURCE_FOUND,PENDING
DGI-294,DGI-18-A04,iSAFE-DGM-18,REQUIREMENT,4,e98829b9b52d15b275b61693928607a8a84134a8117ffcf19dd112a982ae3f50,SOURCE_FOUND,PENDING
DGI-295,DGI-18-A05,iSAFE-DGM-18,REQUIREMENT,5,42a0fecab0b85292a5ad45a920e8f2e774c2c648d62bf96d32d3efc9a6190d86,SOURCE_FOUND,PENDING
DGI-296,DGI-18-A06,iSAFE-DGM-18,REQUIREMENT,6,d6addbe0f871bad7050d9167854f02965bf9f95848655de6f7a244b7dc5965e6,SOURCE_FOUND,PENDING
DGI-297,DGI-18-E01,iSAFE-DGM-18,RISK_SIGNAL,1,9e78d498fa6d8771fdab2f4d57c53b8282e02d6308fb2f1966b68f95e133ae3f,SOURCE_FOUND,PENDING
DGI-298,DGI-18-E02,iSAFE-DGM-18,RISK_SIGNAL,2,1f83588c0178b7573e60bfa98648807fabe9bfe8980478c50fddc4e65ed409c8,SOURCE_FOUND,PENDING
DGI-299,DGI-18-E03,iSAFE-DGM-18,RISK_SIGNAL,3,b0903f3694f1e019c15f925938283d2b2a8afa725ce3485bb9023c7397218bd0,SOURCE_FOUND,PENDING
DGI-300,DGI-18-E04,iSAFE-DGM-18,RISK_SIGNAL,4,1080bee4a200eb878dcaa286ae645b26ffdc2f73c7d9c653cf0d6282193af011,SOURCE_FOUND,PENDING
DGI-301,DGI-18-E05,iSAFE-DGM-18,RISK_SIGNAL,5,f42f6fe9ad08bab4fcae5fd28ce82f6de5bdf28ca41fa8096230d9fc507d5885,SOURCE_FOUND,PENDING
DGI-302,DGI-18-E06,iSAFE-DGM-18,RISK_SIGNAL,6,6ac810d400555f5e50070188b57a4fbf0676d4cddb4560f027c6728164d8be7a,SOURCE_FOUND,PENDING
DGI-303,DGI-18-P01,iSAFE-DGM-18,CONTROL,1,46a24b4ec83fb19c997a0863da38073148e20c47bf36b3f7d64f97b9c7965dc5,SOURCE_FOUND,PENDING
DGI-304,DGI-18-P02,iSAFE-DGM-18,CONTROL,2,f482973827ee093e2168bce084d72cd9836d942b08c5a4d51e1bdd80bba1d06e,SOURCE_FOUND,PENDING
DGI-305,DGI-18-P03,iSAFE-DGM-18,CONTROL,3,7b0c623c3f1d7876ddac8d76226595574fcba1a49b646a1abb114b0a66adc693,SOURCE_FOUND,PENDING
DGI-306,DGI-18-P04,iSAFE-DGM-18,CONTROL,4,803b958e852ad0f4632583c52b9809a33abaeb0858e36bf04665117718c0caa7,SOURCE_FOUND,PENDING
DGI-307,DGI-18-P05,iSAFE-DGM-18,CONTROL,5,5673bf4953aa2364e30bdd03cce691743a8b29300ccff94e9c92beb947c2a840,SOURCE_FOUND,PENDING
DGI-308,DGI-18-P06,iSAFE-DGM-18,CONTROL,6,bbfe07f34e0b2c88907d086757651b73d45d8563cc8f5d846f9fec051c48b91e,SOURCE_FOUND,PENDING
DGI-309,DGI-19-A01,iSAFE-DGM-19,REQUIREMENT,1,ceee93dd56960f3b7a90f41ce6d160dba5d0d4635414902ebb94b74b8b17e8f9,SOURCE_FOUND,PENDING
DGI-310,DGI-19-A02,iSAFE-DGM-19,REQUIREMENT,2,4f48ab92c2aae8cf2d789dcc52946c474c0b4a2570c4f82e7dfef3de240161a1,SOURCE_FOUND,PENDING
DGI-311,DGI-19-A03,iSAFE-DGM-19,REQUIREMENT,3,de65ead5a5a83698c38957fb802b9d65f33099993a3d1a75b397ef9c42a1047a,SOURCE_FOUND,PENDING
DGI-312,DGI-19-A04,iSAFE-DGM-19,REQUIREMENT,4,6229a262f28aba9c11bac026cd95a8eaeed16590cbe5ed56c288696ba83aab4c,SOURCE_FOUND,PENDING
DGI-313,DGI-19-A05,iSAFE-DGM-19,REQUIREMENT,5,aa0243905797cb71317dbc92cef25c3645e6700f14ed12fdff3ef893e053b098,SOURCE_FOUND,PENDING
DGI-314,DGI-19-A06,iSAFE-DGM-19,REQUIREMENT,6,e464983f5ab05653c34e758e619f1c9e507a374c26cb0ca805138ade08c28fd8,SOURCE_FOUND,PENDING
DGI-315,DGI-19-E01,iSAFE-DGM-19,RISK_SIGNAL,1,183455ec4dc2d7dc71d79dc7d6a6b252d5894b661a9a7ad6bd4aa4b4e5dce694,SOURCE_FOUND,PENDING
DGI-316,DGI-19-E02,iSAFE-DGM-19,RISK_SIGNAL,2,4d763e6b9c2788f9b760e4a0476f650570146726f98a2cca58d0fee1093dd113,SOURCE_FOUND,PENDING
DGI-317,DGI-19-E03,iSAFE-DGM-19,RISK_SIGNAL,3,30eabd162d8e418aaece537c7c125aeebb1c73f9e536a5802ce878306995a090,SOURCE_FOUND,PENDING
DGI-318,DGI-19-E04,iSAFE-DGM-19,RISK_SIGNAL,4,95d84cf949aae993b395eddb28022409ee4cc7fd2b17f15ab6ad18851c52f29a,SOURCE_FOUND,PENDING
DGI-319,DGI-19-E05,iSAFE-DGM-19,RISK_SIGNAL,5,1ab13b2b3b946fedb42a8a2f238f381d5403a3508fd2eeaabd414efb3fd2305c,SOURCE_FOUND,PENDING
DGI-320,DGI-19-E06,iSAFE-DGM-19,RISK_SIGNAL,6,5ec5efb4ea1442cc80ac74f9a4418fa10cf0635f6145f0e18f7431ee7ac6db2c,SOURCE_FOUND,PENDING
DGI-321,DGI-19-P01,iSAFE-DGM-19,CONTROL,1,df94a6d7f305baf873ac6a9740459792107f4f89fd9f561b4a8d17f3a17f301f,SOURCE_FOUND,PENDING
DGI-322,DGI-19-P02,iSAFE-DGM-19,CONTROL,2,46072bbccbf4bad18e9d75a6b730b7ad70c5f441305dfe4f2c44f129ca423c0d,SOURCE_FOUND,PENDING
DGI-323,DGI-19-P03,iSAFE-DGM-19,CONTROL,3,fb21c7637152dd6697680d6dae01d83e5543785da25f52e3dd99e8e3dd594943,SOURCE_FOUND,PENDING
DGI-324,DGI-19-P04,iSAFE-DGM-19,CONTROL,4,c1d294a8e32d24109dadec95057b083126711b164e60739517992a8d7f024227,SOURCE_FOUND,PENDING
DGI-325,DGI-19-P05,iSAFE-DGM-19,CONTROL,5,1f7df12b578ab27a4aaf608b5e6f4b380efb1ed0b2fe8797f0a355bc89685429,SOURCE_FOUND,PENDING
DGI-326,DGI-19-P06,iSAFE-DGM-19,CONTROL,6,a2a9836bfe1509d7e6b4e3354dfb29845c1b03b900912172d7d9ce679cd86369,SOURCE_FOUND,PENDING
DGI-327,DGI-20-A01,iSAFE-DGM-20,REQUIREMENT,1,597c238b1aff44e6832203aa78f9f4548a41c83e1caf78d7c4154270e749d2c5,SOURCE_FOUND,PENDING
DGI-328,DGI-20-A02,iSAFE-DGM-20,REQUIREMENT,2,fa1b32a46a06618aea36ed1ca4c90c6ce00233c3a28d812103e1d93f41fe4369,SOURCE_FOUND,PENDING
DGI-329,DGI-20-A03,iSAFE-DGM-20,REQUIREMENT,3,b96708bbbf62c7281119ea24641c5383e8a6f7b627a116e88bb435f5b5d41ac7,SOURCE_FOUND,PENDING
DGI-330,DGI-20-A04,iSAFE-DGM-20,REQUIREMENT,4,b4ddc1d8e60ae8450b263c8060f71c280fe7129f84b0ebb1d49ef3fe1c31c3f4,SOURCE_FOUND,PENDING
DGI-331,DGI-20-A05,iSAFE-DGM-20,REQUIREMENT,5,f4bd2f1aa0a532e5fa7b7a39336785d926b986a8cdfbdcddf1ac16cdde8dbff6,SOURCE_FOUND,PENDING
DGI-332,DGI-20-A06,iSAFE-DGM-20,REQUIREMENT,6,c86ab222de813ff822ac87a8b5c73ad20f50bce695dfdb112f37704e8468512a,SOURCE_FOUND,PENDING
DGI-333,DGI-20-E01,iSAFE-DGM-20,RISK_SIGNAL,1,af20cc4213cf230bf52f4a60563f1aaf3b80f47d7877e9ac6fbb82d7c0aa4c2a,SOURCE_FOUND,PENDING
DGI-334,DGI-20-E02,iSAFE-DGM-20,RISK_SIGNAL,2,1280395ece1c134be9ae49a8bcf780d126dc7b5d8d00de272674ddf17205b921,SOURCE_FOUND,PENDING
DGI-335,DGI-20-E03,iSAFE-DGM-20,RISK_SIGNAL,3,e315b710f1fef903c4597f320b9697364e30ec9144f1d598c12dd776cbb02c5a,SOURCE_FOUND,PENDING
DGI-336,DGI-20-E04,iSAFE-DGM-20,RISK_SIGNAL,4,445ab48f178a9765cdfa7475844b3c8edc257802c9bc833213ff50b048748cc8,SOURCE_FOUND,PENDING
DGI-337,DGI-20-E05,iSAFE-DGM-20,RISK_SIGNAL,5,c01026b0b960dcf760fe47f2ab5ca411fbdc9cf3f61c28d58e26dc7feb751277,SOURCE_FOUND,PENDING
DGI-338,DGI-20-E06,iSAFE-DGM-20,RISK_SIGNAL,6,a15feadf04eda65f115447bc124fbf2f045464c2d4fa6139984929f5778dda72,SOURCE_FOUND,PENDING
DGI-339,DGI-20-P01,iSAFE-DGM-20,CONTROL,1,d006a431e8a74827ca527662bda01e65fa685e6b477122f53b83d5ac6a3723a6,SOURCE_FOUND,PENDING
DGI-340,DGI-20-P02,iSAFE-DGM-20,CONTROL,2,a889122cb5fdd33af13dee699a555d839a19b50106c43b3c98aa98d84ee613f9,SOURCE_FOUND,PENDING
DGI-341,DGI-20-P03,iSAFE-DGM-20,CONTROL,3,49c2f538cae0cdb1ac5fbbe030da0291f0d9dcd1f2779073099803bc44b04375,SOURCE_FOUND,PENDING
DGI-342,DGI-20-P04,iSAFE-DGM-20,CONTROL,4,614068da8654b8fc74a96af5a63c8006c2e28f0159f186d26ccbeefe405b0fb7,SOURCE_FOUND,PENDING
DGI-343,DGI-20-P05,iSAFE-DGM-20,CONTROL,5,bfdedb5ea58d47d7e4a1d12eca1a363110f325048488d0b2f2f4140a3bc3fa0a,SOURCE_FOUND,PENDING
DGI-344,DGI-20-P06,iSAFE-DGM-20,CONTROL,6,ccb23202b1fd2606caa904341db87a180ea87815318c23b511ebd357b6f6ffd0,SOURCE_FOUND,PENDING
DGI-345,DGI-21-A01,iSAFE-DGM-21,REQUIREMENT,1,69c72481f11a692e2bb03e7497f645772d5c2fd9a53d1e20dede46a79f5df277,SOURCE_FOUND,PENDING
DGI-346,DGI-21-A02,iSAFE-DGM-21,REQUIREMENT,2,1e7f432a58b611fd812aeb989999653a7e951cb21d306f59ac05e6f6a6d6b7dd,SOURCE_FOUND,PENDING
DGI-347,DGI-21-A03,iSAFE-DGM-21,REQUIREMENT,3,8abb6ea41480bf056f9b1b62b63fd68ef425698fb3145717dae0d86442e08211,SOURCE_FOUND,PENDING
DGI-348,DGI-21-A04,iSAFE-DGM-21,REQUIREMENT,4,7190b91fcb7417424b7d7ceb816c7c9688b5ffcd8ba7746809a4096cd9c2fe17,SOURCE_FOUND,PENDING
DGI-349,DGI-21-A05,iSAFE-DGM-21,REQUIREMENT,5,c0d21909cd4ddb55e90266b0bb1f1fcd7a21bf3e1d37d9ddc469455910125f50,SOURCE_FOUND,PENDING
DGI-350,DGI-21-A06,iSAFE-DGM-21,REQUIREMENT,6,47a3bf4158872c45cf819ade9e11f3f740177e57f27919587d1231c7a3946852,SOURCE_FOUND,PENDING
DGI-351,DGI-21-E01,iSAFE-DGM-21,RISK_SIGNAL,1,7a352803bad9a9b1f3ea2109e9e96ad66fbf9b25d750950c36894951f77795e4,SOURCE_FOUND,PENDING
DGI-352,DGI-21-E02,iSAFE-DGM-21,RISK_SIGNAL,2,239941c19cb87c96abc0fde7443c1b9c5e14711386d3a2268397ac2c07aacaa6,SOURCE_FOUND,PENDING
DGI-353,DGI-21-E03,iSAFE-DGM-21,RISK_SIGNAL,3,0195aee910d95585615d53fad8a9f427b09025feb22a44f5150b153ab5a5e668,SOURCE_FOUND,PENDING
DGI-354,DGI-21-E04,iSAFE-DGM-21,RISK_SIGNAL,4,15ece544db48359259d8b1bb745febab43d5925917c77dc99ec58f54ca41284d,SOURCE_FOUND,PENDING
DGI-355,DGI-21-E05,iSAFE-DGM-21,RISK_SIGNAL,5,f03d557a894f2e5dc003115cd9cf505a6658145dafcf061a9a9ff9b7d79f5f65,SOURCE_FOUND,PENDING
DGI-356,DGI-21-E06,iSAFE-DGM-21,RISK_SIGNAL,6,68059f1f2d244654f5f1f8c8b2b9d98346b5866bf02b9cb9655aeee2f78087a3,SOURCE_FOUND,PENDING
DGI-357,DGI-21-P01,iSAFE-DGM-21,CONTROL,1,5de051ba7230a52035f1d8be20ba631c94c5a2d90df1d0d75714e6428f8a2fef,SOURCE_FOUND,PENDING
DGI-358,DGI-21-P02,iSAFE-DGM-21,CONTROL,2,68908314af4b569ae7918ba04ac0cd0d8f5dc44f457765c7f6bb7cf6c244fa1d,SOURCE_FOUND,PENDING
DGI-359,DGI-21-P03,iSAFE-DGM-21,CONTROL,3,b113f418100e9579bd85093f77987b54ca9064ccb34e5c6c7cfe7ae873ac8ed9,SOURCE_FOUND,PENDING
DGI-360,DGI-21-P04,iSAFE-DGM-21,CONTROL,4,a785a51ea27fbb13d92231c6d91a0096884565b11c42734583a75d84293cfa57,SOURCE_FOUND,PENDING
DGI-361,DGI-21-P05,iSAFE-DGM-21,CONTROL,5,67ab27f390ffb4f581725971027274f5b1a4e690448a714470efff1081acffec,SOURCE_FOUND,PENDING
DGI-362,DGI-21-P06,iSAFE-DGM-21,CONTROL,6,3e416c58bf767d992b7aa43353795e870bb3e5c28deebe559ad670fb0014c56c,SOURCE_FOUND,PENDING
DGI-363,DGI-22-A01,iSAFE-DGM-22,REQUIREMENT,1,1efd1fbb8f858ba7a5ac95d083710fd0363317dfcb53cbe6a26342e30d9b8e43,SOURCE_FOUND,PENDING
DGI-364,DGI-22-A02,iSAFE-DGM-22,REQUIREMENT,2,368bd0c9803f26025527fa66f0255aeea44d10abea21d3e92714393dc46f4266,SOURCE_FOUND,PENDING
DGI-365,DGI-22-A03,iSAFE-DGM-22,REQUIREMENT,3,e32d3eda4282f6d270fb503d845bd968ae65ab808912da138608ee0f20090f61,SOURCE_FOUND,PENDING
DGI-366,DGI-22-A04,iSAFE-DGM-22,REQUIREMENT,4,2aa4a1d2c57ec63b7d61f75bccb6e6bcede591dda2aae9f1ce6eafb64326601e,SOURCE_FOUND,PENDING
DGI-367,DGI-22-A05,iSAFE-DGM-22,REQUIREMENT,5,27f15cbe1c4eda3d039e2f1090ec3f4016fc97f4f66950e5a35c4d3e9678fd94,SOURCE_FOUND,PENDING
DGI-368,DGI-22-A06,iSAFE-DGM-22,REQUIREMENT,6,9583311e14c5341181a257e259f38fd4c12dd2980da0e6ad31769ad91a81f998,SOURCE_FOUND,PENDING
DGI-369,DGI-22-E01,iSAFE-DGM-22,RISK_SIGNAL,1,378c78b0ba8f322b599cff260437e15d064b7a2d719b5ff2ee3743735476e168,SOURCE_FOUND,PENDING
DGI-370,DGI-22-E02,iSAFE-DGM-22,RISK_SIGNAL,2,8db9ed414a9a2d463010092f6012d32ded582fcf9d3e78a2dc2f56aa975b9cc1,SOURCE_FOUND,PENDING
DGI-371,DGI-22-E03,iSAFE-DGM-22,RISK_SIGNAL,3,7b66dfd4b4f8f9da4f57bc8644a1cad075b9fca789851ef102e7725e314d58f5,SOURCE_FOUND,PENDING
DGI-372,DGI-22-E04,iSAFE-DGM-22,RISK_SIGNAL,4,bf7dee9087786e2b39aae65f82fcb1aecba9d4fefcff433720cd79691a310f32,SOURCE_FOUND,PENDING
DGI-373,DGI-22-E05,iSAFE-DGM-22,RISK_SIGNAL,5,bb343c41f8c5bec189a5bbbcd4ed4d22ebf23f241f5c85dad1383a7b4438b6b2,SOURCE_FOUND,PENDING
DGI-374,DGI-22-P01,iSAFE-DGM-22,CONTROL,1,05733f68fd3257035fcc0caad210d88f63b3692e82aef0555f295f7f12457ab7,SOURCE_FOUND,PENDING
DGI-375,DGI-22-P02,iSAFE-DGM-22,CONTROL,2,8006c953c77653608cc1bdc0225d2e26fcc629a0ad653f46de31279a6385cba7,SOURCE_FOUND,PENDING
DGI-376,DGI-22-P03,iSAFE-DGM-22,CONTROL,3,1673b4c3edc1aefddef8cd3579a7c011b3342cfd0f30114f8b6bb7bcd83b3da9,SOURCE_FOUND,PENDING
DGI-377,DGI-22-P04,iSAFE-DGM-22,CONTROL,4,ba46f1a413e45b3b8ff086d9e8d11251364af2c0dfa4287129f70061da7e01a7,SOURCE_FOUND,PENDING
DGI-378,DGI-22-P05,iSAFE-DGM-22,CONTROL,5,dd0de5954fd327f578dfeec0779c29cc94525676f5281b88f5052fd52fd95d40,SOURCE_FOUND,PENDING
DGI-379,DGI-23-A01,iSAFE-DGM-23,REQUIREMENT,1,a366d75eb1c373afc00f074c7bd4ecd926e59dcadb716f5db207003ff09a35ba,SOURCE_FOUND,PENDING
DGI-380,DGI-23-A02,iSAFE-DGM-23,REQUIREMENT,2,4533e6a7f4ba22caf4c22a691d08993d6df748310151f53aae4e777d0ad66276,SOURCE_FOUND,PENDING
DGI-381,DGI-23-A03,iSAFE-DGM-23,REQUIREMENT,3,12527efef03d48cf836df6953e726dd9c9bc1d51da9eb1cc0315bb64ff1805a4,SOURCE_FOUND,PENDING
DGI-382,DGI-23-A04,iSAFE-DGM-23,REQUIREMENT,4,77b7383dae16f9feaefd0833ebcf06b0b25eac20faa128462254293298098e43,SOURCE_FOUND,PENDING
DGI-383,DGI-23-A05,iSAFE-DGM-23,REQUIREMENT,5,966b18274f8d0d64599365042b915427b25bcf4c60a6f05451b1c02de4f400bc,SOURCE_FOUND,PENDING
DGI-384,DGI-23-E01,iSAFE-DGM-23,RISK_SIGNAL,1,85bc74c56fe91f1262881ad1cddf790befd381f5c4ad09e45a9f2e9587f3c315,SOURCE_FOUND,PENDING
DGI-385,DGI-23-E02,iSAFE-DGM-23,RISK_SIGNAL,2,77b2d5d4f4da86c696ea5e03359afeed09229c5bb236190c6650d4916b7a0ee5,SOURCE_FOUND,PENDING
DGI-386,DGI-23-E03,iSAFE-DGM-23,RISK_SIGNAL,3,47eec00ce34e19339dcb78e9d49f439d89de0c9dbb1e652f4046e2ee27212e64,SOURCE_FOUND,PENDING
DGI-387,DGI-23-E04,iSAFE-DGM-23,RISK_SIGNAL,4,c6dbe002e84d890ca4d9c1b8bae9f54a09f15b4d1968371d45108ad259d667c5,SOURCE_FOUND,PENDING
DGI-388,DGI-23-E05,iSAFE-DGM-23,RISK_SIGNAL,5,1d7854955e50dc48dd4051fdf3642ffe770e24f543148dd24800b20a64255755,SOURCE_FOUND,PENDING
DGI-389,DGI-23-P01,iSAFE-DGM-23,CONTROL,1,184eb654eaeea08db510c9f534044c42a23924cfe943ba8c3160347dbfa68e29,SOURCE_FOUND,PENDING
DGI-390,DGI-23-P02,iSAFE-DGM-23,CONTROL,2,a8171886488e80fc57a2736dc13495531548df8cc5843a49d76a0b5048340699,SOURCE_FOUND,PENDING
DGI-391,DGI-23-P03,iSAFE-DGM-23,CONTROL,3,6b846c33b1c27b8b18bc08b59abd736eb1723aa3684e24b69cd711a3cf0f257e,SOURCE_FOUND,PENDING
DGI-392,DGI-23-P04,iSAFE-DGM-23,CONTROL,4,70428da6d2f5e496934436b66a01948f123c852629750675d6bfcf0da5e1c40d,SOURCE_FOUND,PENDING
DGI-393,DGI-23-P05,iSAFE-DGM-23,CONTROL,5,7cd42fab9e8bb353054b99ee919c5b7e425b51f57a744f30bfa36642aa6234f2,SOURCE_FOUND,PENDING
DGI-394,DGI-24-A01,iSAFE-DGM-24,REQUIREMENT,1,d532b0eb7e782189a77ce108480476a97846496cd17c05774abdd160d0644d66,SOURCE_FOUND,PENDING
DGI-395,DGI-24-A02,iSAFE-DGM-24,REQUIREMENT,2,d0c7591d71bdf2dea914bb52089039ec7113173ec13d05f66503f28027fdbf8c,SOURCE_FOUND,PENDING
DGI-396,DGI-24-A03,iSAFE-DGM-24,REQUIREMENT,3,a9252cb3ab124fc8b8d575780195d6aa6c021578acaa93901a2ee5685da8bc0c,SOURCE_FOUND,PENDING
DGI-397,DGI-24-A04,iSAFE-DGM-24,REQUIREMENT,4,10a603fc6565670c8e14bf823f7199c4b99a48a0ecef6b5a055a5612e6ca6dcd,SOURCE_FOUND,PENDING
DGI-398,DGI-24-A05,iSAFE-DGM-24,REQUIREMENT,5,a4f139602bf029374e97decb1246f3144c8ed7064b005b681d9c21dc5b85050c,SOURCE_FOUND,PENDING
DGI-399,DGI-24-A06,iSAFE-DGM-24,REQUIREMENT,6,af9585abeb31ff931d8a8c15d9a5a5d73441798901cfe5ff20ababccb11d390c,SOURCE_FOUND,PENDING
DGI-400,DGI-24-E01,iSAFE-DGM-24,RISK_SIGNAL,1,287d350fe43f865386abcb6a8bdc9cc352d7e45c276744bff8ad3e1d81cdb4ea,SOURCE_FOUND,PENDING
DGI-401,DGI-24-E02,iSAFE-DGM-24,RISK_SIGNAL,2,896e9ce4ecba4fd6cef2da24366c0f69e2bef55fe8786dcd94454b97deed4e31,SOURCE_FOUND,PENDING
DGI-402,DGI-24-E03,iSAFE-DGM-24,RISK_SIGNAL,3,252f807db21c1c4ae3fb8f6e27ea89e6ef928db05691d13205ca9b4d718f05bb,SOURCE_FOUND,PENDING
DGI-403,DGI-24-E04,iSAFE-DGM-24,RISK_SIGNAL,4,a6291753555f341e25852687523810301ddb973ac1424491dd750523a9a01d33,SOURCE_FOUND,PENDING
DGI-404,DGI-24-E05,iSAFE-DGM-24,RISK_SIGNAL,5,bd88fa4e95f22940113ec8771d2c6de4be6a7d1df36cc7ebaad7fad7baf16760,SOURCE_FOUND,PENDING
DGI-405,DGI-24-E06,iSAFE-DGM-24,RISK_SIGNAL,6,1d0d45d464fb6694344ee6bb4080d09425a750290e8e1d0cdba9149772c1fc52,SOURCE_FOUND,PENDING
DGI-406,DGI-24-P01,iSAFE-DGM-24,CONTROL,1,8a7ff3440438e8dcbe63e55b4e3524c448064e624caff9d3e7174b0818dff2d9,SOURCE_FOUND,PENDING
DGI-407,DGI-24-P02,iSAFE-DGM-24,CONTROL,2,191d608cae12864711f3fe16c584936b73fb8b447eef70d7e2d418f6ec30ac62,SOURCE_FOUND,PENDING
DGI-408,DGI-24-P03,iSAFE-DGM-24,CONTROL,3,af7e9f38c253e604cbef8d3f458d1e12bd998bda14e046fc4b04d4e3083badbc,SOURCE_FOUND,PENDING
DGI-409,DGI-24-P04,iSAFE-DGM-24,CONTROL,4,5c30f07a3747592969891992803e10856c9cc2c363a9dfc59e7b6fadd13d1d14,SOURCE_FOUND,PENDING
DGI-410,DGI-24-P05,iSAFE-DGM-24,CONTROL,5,98de9aa4a6c6e2516bf8f92a1e088d9511a01c4f09225f0a0a76b15eb0857adc,SOURCE_FOUND,PENDING
DGI-411,DGI-24-P06,iSAFE-DGM-24,CONTROL,6,4337d4f91e3620f2aa5b3badafabcd29a15b67424275fb2975bca783661cde4c,SOURCE_FOUND,PENDING
